N,P,K,temperature,humidity,ph,rainfall,label
10,79,18,21.0643684,55.46985938,5.624731338,7.268609091,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,5.877950866,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490043,5.788824575,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352,7.827948055,pigeonpeas
35,58,20,29.38538562,63.47742011,5.761702519,3.545441993,pigeonpeas
38,61,21,30.27374995,67.38680755,4.696518678,5.030579268,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,4.276901756,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,6.953409031,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031708,3.793788544,pigeonpeas
16,80,20,31.24021696,56.67369054,7.339320929,4.803727295,pigeonpeas
27,72,17,28.98039357,57.23265151,6.347929353,4.753683717,pigeonpeas
40,62,19,27.32198928,34.13737127,4.697750704,3.799812609,pigeonpeas
18,58,16,21.47607807,38.80023714,4.962661422,7.101662756,pigeonpeas
3,68,16,18.31910448,34.69776639,4.964887857,4.231187421,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,6.35753135,pigeonpeas
16,70,20,24.80467592,40.1242747,5.6093956,4.785980791,pigeonpeas
24,63,19,19.3479443,55.96805489,4.681576043,7.661106882,pigeonpeas
9,76,25,28.88302142,50.12323801,5.70951224,7.055731787,pigeonpeas
16,55,19,19.54314136,47.19188279,6.413543781,7.57626848,pigeonpeas
28,75,21,24.7741949,50.54621094,6.007508163,4.499296799,pigeonpeas
16,71,24,18.33124824,38.40975482,4.946369874,5.497965815,pigeonpeas
24,70,21,19.14729038,45.3733757,5.517208078,5.227355177,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,7.342553469,pigeonpeas
9,66,21,30.11812084,34.13307843,5.719889876,6.184481228,pigeonpeas
34,56,17,33.4126864,35.42910045,4.548202098,5.498828902,pigeonpeas
1,76,19,24.18553163,46.68746847,6.669529416,6.981803134,pigeonpeas
6,69,19,26.88630675,41.69617915,4.750929218,3.719192129,pigeonpeas
26,73,21,31.33170829,57.97429171,4.946263888,6.369370969,pigeonpeas
27,61,18,33.30711818,67.07780816,5.266227032,4.272008535,pigeonpeas
27,71,23,23.45379018,46.48714759,7.10959773,5.939811819,pigeonpeas
36,61,21,34.53823889,39.04468913,5.617008201,6.637591803,pigeonpeas
17,73,18,19.50112224,34.51086611,5.632353113,7.77067972,pigeonpeas
26,72,22,28.76794904,37.57792132,4.674941549,3.611057035,pigeonpeas
17,64,16,30.97758716,32.24914235,7.161797643,7.114835748,pigeonpeas
14,74,19,18.39759147,36.82639309,6.624966131,3.666271907,pigeonpeas
39,60,15,35.09357419,30.98685456,5.004074624,4.602783102,pigeonpeas
6,66,15,34.93174223,30.40046769,6.345806011,6.270274909,pigeonpeas
8,59,18,29.50523036,35.72032498,6.216814453,7.397487602,pigeonpeas
2,67,18,34.51934775,47.52980027,5.921666758,5.078994535,pigeonpeas
1,76,17,28.43430726,52.10010827,6.012719118,5.78903474,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,6.428139657,pigeonpeas
23,75,25,31.07508973,47.19847683,7.077170002,3.594982839,pigeonpeas
32,70,20,20.89342749,46.24856523,6.208843215,7.699597933,pigeonpeas
28,59,22,30.90607799,52.79913039,7.05181629,6.731967827,pigeonpeas
5,62,23,27.9348279,66.45457122,4.722222454,5.723341736,pigeonpeas
36,67,25,35.95176642,36.52780776,6.418062652,5.356128949,pigeonpeas
1,66,23,19.54317155,56.92831399,4.803564468,6.817663677,pigeonpeas
24,73,20,19.63736208,32.31528909,4.608695247,6.945409811,pigeonpeas
17,67,18,31.2192752,56.46868874,5.611510977,5.08672698,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972,4.987157941,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,7.420978886,pigeonpeas
37,77,17,36.20970524,31.94550613,5.617122801,7.522277681,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560418,6.401290248,pigeonpeas
6,63,23,26.01630259,49.94704718,5.906596905,6.312352154,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,3.958536063,pigeonpeas
25,64,20,33.15122581,32.45974539,4.807776749,4.135355413,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038039,7.570960594,pigeonpeas
20,77,23,34.87248659,38.83786012,5.180271502,5.836625142,pigeonpeas
35,80,25,28.09269012,44.93322042,4.895927306,7.760409492,pigeonpeas
14,75,24,24.54757829,57.3414485,6.436160044,4.659868335,pigeonpeas
36,80,21,33.64769646,48.41490082,7.066087261,3.955406606,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918078,7.523209091,pigeonpeas
29,78,25,19.95991719,59.33157782,5.982854523,7.708153661,pigeonpeas
30,60,21,28.87667593,62.4901206,5.457871273,7.175937697,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,6.295034035,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,5.556105205,pigeonpeas
3,60,19,25.74679443,40.7192594,4.820788186,3.967683594,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,6.926390831,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,5.506732445,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,7.461452421,pigeonpeas
9,59,24,20.43517772,39.37252634,4.747352458,5.402675835,pigeonpeas
20,72,15,36.00415838,56.01334416,7.313517308,5.309434906,pigeonpeas
31,56,23,31.46846241,35.39454002,5.661826398,6.87292913,pigeonpeas
0,70,21,36.30049702,56.03021253,4.672437054,4.000291291,pigeonpeas
21,74,15,29.49096726,67.10604388,6.471862118,6.033482307,pigeonpeas
13,67,18,30.5753044,34.75591197,5.384762927,6.991198047,pigeonpeas
27,74,20,24.69487673,59.96669215,5.859813416,3.620390722,pigeonpeas
29,72,24,23.17409556,36.67847052,6.962386495,6.401304189,pigeonpeas
5,68,20,19.04380471,33.10695144,6.12166671,6.116951276,pigeonpeas
39,57,19,29.32379604,45.93248374,6.421748487,6.512257366,pigeonpeas
22,62,16,34.6455408,54.32342534,4.828936119,7.122086606,pigeonpeas
18,55,23,21.9989826,56.31006755,6.98571967,5.38690674,pigeonpeas
39,77,21,22.99774444,60.24218572,4.603563116,6.28698185,pigeonpeas
13,75,20,30.55992394,35.29006485,6.979540061,7.043301618,pigeonpeas
27,71,24,31.46417866,48.17631461,7.064973419,6.512021811,pigeonpeas
26,64,22,25.95058595,40.58227261,5.16516459,4.298508594,pigeonpeas
23,55,16,21.01142393,69.69141302,5.111488821,7.291492575,pigeonpeas
4,69,19,19.25100056,47.70351758,5.374358869,5.868629764,pigeonpeas
20,67,19,19.24462755,50.54495302,5.671419084,7.112068039,pigeonpeas
7,74,17,22.47253208,62.56532471,5.667419697,3.808939746,pigeonpeas
17,64,18,36.75087487,58.25799145,6.07938452,4.90562265,pigeonpeas
35,71,17,29.89286629,66.35375127,6.931924963,7.800799224,pigeonpeas
11,72,22,29.37735586,44.82294584,6.842744374,6.787467717,pigeonpeas
20,60,22,29.65052947,42.89833235,6.876572503,7.359157685,pigeonpeas
10,71,18,19.54284889,66.34777265,6.151029296,6.815381819,pigeonpeas
33,61,24,20.04611791,48.93905624,4.567446499,4.821118909,pigeonpeas
3,49,18,27.91095209,64.70930606,3.692863601,1.286571601,mothbeans
22,59,23,27.32220619,51.27868781,4.371745575,1.437157142,mothbeans
36,58,25,28.66024187,59.3189118,8.399135958,1.453791212,mothbeans
4,43,18,29.02955344,61.09387478,8.840656256,2.873234881,mothbeans
29,54,16,27.78031515,54.65030015,8.153022903,1.261820993,mothbeans
32,43,22,31.99928579,54.1077461,5.270749441,2.819947622,mothbeans
14,55,15,27.33580911,55.27755933,8.050304395,2.891643814,mothbeans
5,35,20,28.92952635,53.57014709,9.679240873,2.612454372,mothbeans
25,57,24,27.65472156,58.59986279,6.974978386,1.454431107,mothbeans
11,53,24,28.52396666,55.77264351,7.39389918,2.414541579,mothbeans
40,49,17,31.02215872,45.89239456,6.68727523,2.108969809,mothbeans
38,56,25,25.74095321,45.38497051,7.88118645,2.654916628,mothbeans
27,43,23,31.70447482,56.85420099,5.875333778,1.769416312,mothbeans
24,38,22,24.47876451,58.51663927,8.202706015,1.376745392,mothbeans
23,45,21,31.46511256,51.79939437,8.985348193,2.93083884,mothbeans
29,57,20,25.60973447,50.7330069,5.87707519,2.102066739,mothbeans
31,35,23,30.30260453,47.18283631,7.707595055,2.678755832,mothbeans
0,55,25,28.17489437,43.6672299,4.524171562,1.802430221,mothbeans
7,45,22,25.50634557,44.8302551,9.926212291,2.926234293,mothbeans
17,58,25,31.12896766,43.58788762,6.455592696,1.290056257,mothbeans
11,44,17,26.34043268,55.59160391,8.016210782,1.382091327,mothbeans
22,49,22,28.23494706,61.5620517,3.71105919,2.8608923,mothbeans
9,51,19,27.04453473,49.32609633,5.49091063,1.899688094,mothbeans
28,48,15,25.16125354,55.25435777,9.254089438,1.610131019,mothbeans
26,50,19,27.3179125,51.66921088,6.005242945,1.2818581,mothbeans
36,56,20,25.4123765,49.66474269,7.437078236,1.254888576,mothbeans
8,60,18,31.21629982,46.01868196,3.808429173,2.091359358,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,2.470395207,mothbeans
22,43,24,25.42517036,53.2208266,4.52363558,1.818651401,mothbeans
36,43,24,27.09400578,43.65305437,3.510404312,1.635334463,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,2.322652074,mothbeans
17,43,22,30.06142622,45.90067655,5.498340808,1.616342185,mothbeans
8,45,15,28.09568993,60.9835384,4.61136408,1.33232707,mothbeans
7,56,23,26.33908791,40.00933429,5.545219232,2.185208357,mothbeans
36,57,16,28.61409059,57.14218792,8.292875734,2.245232952,mothbeans
11,45,19,28.70012137,44.359648,3.828031463,1.736859109,mothbeans
6,36,22,24.21610338,59.79236306,8.869532817,1.663300581,mothbeans
17,57,20,28.50677929,45.20094476,3.793575185,2.605360063,mothbeans
4,47,20,25.97948991,64.95585424,4.193189124,2.84222277,mothbeans
9,49,16,30.88482722,41.36561835,7.661537348,2.167472638,mothbeans
25,51,24,25.5042419,61.66852372,9.392694614,2.56219745,mothbeans
36,44,21,25.12528913,51.33189406,4.516154055,1.515227942,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,2.448928995,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,2.787375769,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,2.526050275,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,1.253225351,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,1.979700287,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,2.294330977,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,1.456442059,mothbeans
9,60,23,31.96987867,57.17377029,6.276004336,2.529732424,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,2.189182354,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,1.908187813,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,2.774460799,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,1.339895855,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,2.698770817,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,2.050436559,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,2.245994732,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,2.510705663,mothbeans
21,39,20,27.06179658,52.3003173,7.388007483,2.391568306,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,2.800279681,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,2.540562062,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,1.608478235,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,2.742633857,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,2.435682644,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,2.542740015,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,1.737727214,mothbeans
38,38,18,26.31051759,61.18749126,6.294130313,1.406851895,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,1.336939261,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,2.830715971,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,1.509568292,mothbeans
23,58,19,24.17093241,58.25204566,5.243634849,2.330296626,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,1.453485289,mothbeans
3,56,17,28.19912143,53.50567601,8.709291688,2.052590759,mothbeans
26,51,25,28.76488954,52.62741529,7.792508068,2.173860918,mothbeans
39,42,20,29.3499706,61.25353851,8.055908858,1.607417588,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,1.417796467,mothbeans
24,45,19,26.85851927,48.8246387,5.952384957,1.367820705,mothbeans
7,40,17,31.2123945,40.92604945,8.532078733,2.117625968,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,1.81182661,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,2.083830565,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,1.788846435,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,2.708717237,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,1.727481096,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,2.542050233,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,1.508503091,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,1.976292398,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,1.766162572,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,2.185800163,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,1.392713863,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,1.217328365,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,1.287846174,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,1.318472056,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,1.887955307,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,1.379293081,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,2.585666061,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,1.670887526,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,2.760028376,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,2.516486827,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,1.517029401,mothbeans
16,51,21,31.01963639,49.9767522,3.532008668,1.291849035,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,2.154869146,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,1.527466169,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,2.177021811,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,1.431386083,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,1.761896006,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,1.692716133,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,2.223726454,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,2.087361909,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,1.646649699,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,1.840822869,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,2.357177981,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,1.757640593,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,1.732758511,mungbean
28,46,16,29.008124,84.96089355,6.664187809,1.8074848,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,1.478190047,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,1.605461741,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,1.686241694,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,2.028589537,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,1.933844324,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,2.270039909,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,1.698372563,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,1.911259281,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,2.234755261,mungbean
31,37,21,27.23924995,86.404241,6.713410626,1.468990907,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,2.224843816,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,1.457130094,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,1.987139313,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,2.275536759,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,1.75456628,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,2.231824338,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,2.357112378,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,1.90878714,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,1.91208277,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,1.724425631,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,1.454573608,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,2.103633431,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,1.988154819,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,1.773412234,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,2.298129831,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,1.579544944,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,2.011733317,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,2.317593344,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,2.206691111,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,2.299761474,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,2.163827269,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,1.953490278,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,2.080561421,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,2.166820464,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,2.150489491,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,2.324263761,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,2.083870514,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,2.225416553,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,2.092607529,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,1.98690792,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,1.544815368,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,1.739205083,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,1.790784221,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,2.208481103,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,1.629559656,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,2.283277307,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,1.698980894,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,2.004531998,mungbean
1,59,23,27.46852989,87.17649,7.184398832,1.723787789,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,1.949138828,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,1.435044419,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,1.474677406,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,2.118004939,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,1.474330891,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,2.157323335,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,1.595737487,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,2.004907693,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,2.205477622,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,2.290831954,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,1.926641551,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,1.654520975,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,1.694933101,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,1.545723481,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,1.969107999,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,2.029074102,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,2.100585424,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,1.422064144,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,1.501762512,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,1.581317315,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,1.994680119,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,1.730387294,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,2.295249241,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,1.702793546,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,1.750955683,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,2.35610205,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,1.71191415,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,1.94841435,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,1.90163753,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,1.614690236,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,1.697662712,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,1.744122251,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,2.304320582,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,1.703042028,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,1.46639628,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,2.209623309,mungbean
25,48,21,28.438097,83.48991368,6.267684328,2.069082668,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,2.830350688,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,2.643738731,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,2.765042345,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,2.883296693,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,2.854136906,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,2.451276588,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,2.632090893,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,2.678031427,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,2.900459127,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,2.90746058,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,2.727798357,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,2.541685927,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,2.658669769,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,2.623555369,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,2.789897935,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,2.643178909,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,2.715392731,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,2.746281709,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,2.815184825,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,2.437483743,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,2.913869963,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,2.94943288,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,2.826226507,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,2.481288656,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,2.409153881,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,2.583802963,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,2.499892256,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,2.591203107,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,2.761476925,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,2.937657436,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,2.591356575,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,2.726166967,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,2.790861105,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,2.420036564,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,2.548345332,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,2.452998957,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,2.750044199,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,2.897111798,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,2.613059519,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,2.947622374,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,2.585211246,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,2.38068439,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,2.851641384,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,2.502931492,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,2.765943602,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,2.814301972,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,2.487521768,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,2.766608169,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,2.37865758,blackgram
53,74,15,29.43463808,64.94329356,7.517097,2.841660692,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,2.670608635,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,2.759316669,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,2.732629212,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,2.452865462,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,2.408011993,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,2.824008022,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,2.733817122,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,2.713289118,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,2.514042893,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,2.429571436,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,2.656565864,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,2.568580457,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,2.923015402,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,2.737300815,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,2.80982186,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,2.702631917,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,2.891605779,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,2.650598642,blackgram
23,57,19,32.83963757,67.99803573,7.251000789,2.889942014,blackgram
42,58,25,27.45853567,62.90020977,6.513620918,2.734653908,blackgram
37,62,17,25.68576704,69.84354028,7.121254928,2.937822342,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,2.803546011,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,2.532632733,blackgram
56,76,16,28.27265858,61.18956161,7.513151076,2.492086923,blackgram
29,76,15,28.5417236,64.2020154,7.025607706,2.743646577,blackgram
43,61,20,26.87187036,61.61367264,6.804253866,2.500717341,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,2.524177586,blackgram
44,63,15,26.42333018,64.51136845,7.338929556,2.498640349,blackgram
29,67,21,29.79181107,63.38789228,6.621323612,2.481169256,blackgram
47,63,16,27.44003279,67.10464369,6.661870999,2.854594397,blackgram
40,68,17,34.1262979,65.14877461,7.733149554,2.771966538,blackgram
58,61,15,30.94908189,64.23364112,7.402891666,2.471941302,blackgram
41,74,18,28.75751783,61.02701476,6.599147298,2.888853083,blackgram
58,79,17,27.24766491,66.10123083,7.04174124,2.453481125,blackgram
27,62,24,28.63005477,66.770943,7.353876754,2.451721831,blackgram
27,60,17,26.41768321,63.64698302,7.026795359,2.536290207,blackgram
52,65,20,32.81705216,66.15665137,6.814301033,2.710206646,blackgram
44,55,25,29.6321052,65.91359954,7.42160832,2.801705502,blackgram
21,62,24,33.49077065,62.73317204,6.847382891,2.57690097,blackgram
60,59,22,31.86847286,66.74217464,7.191522601,2.922141174,blackgram
33,77,21,30.32992227,65.62971858,7.01285529,2.820720977,blackgram
59,58,17,28.546224,66.31394098,7.368318809,2.473807028,blackgram
